X Coordinate,Y Coordinate,Z Coordinate,Combination,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
38.587,-35.368,0.0,81 (Final) STR13.39-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2-,0.0223107663627528,-2.41069451689207,134.669459484084,0.0,0.0,0.0011734710096891
38.587,-35.368,0.0,82 (Final) STR13.40-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2-,0.0352620958562089,-2.07840148349898,142.624466553149,0.0,0.0,0.000490295784368926
38.587,-35.368,0.0,83 1.15G + 1.5(0.6)W0-1 + 1.5 S,0.712525096125847,0.0625324492288557,213.252151405722,0.0,0.0,0.00215958041761237
38.587,-35.368,0.0,84 1.15G + 1.5(0.6)W0-2 + 1.5 S,0.712260259666788,0.0596703977204641,209.208768897237,0.0,0.0,0.0021439947242697
38.587,-35.368,0.0,85 1.15G + 1.5(0.6)W90-1 + 1.5 S,0.0348483593684486,1.9570071939094,198.82009862631,0.0,0.0,-0.000733302765456278
38.587,-35.368,0.0,86 1.15G + 1.5(0.6)W90-2 + 1.5 S,0.0521109120098917,1.94823943269504,198.357320171418,0.0,0.0,-0.000952515480670434
38.587,-35.368,0.0,87 1.15G + 1.5(0.6)W180-1 + 1.5 S,-0.877603916812696,0.0480197710131613,212.577136475621,0.0,0.0,-0.00650538769098528
38.587,-35.368,0.0,88 1.15G + 1.5(0.6)W180-2 + 1.5 S,-0.877437823933221,0.0474956893871129,207.575813776887,0.0,0.0,-0.00652397805049807
38.587,-35.368,0.0,89 1.15G + 1.5(0.6)W270-1 + 1.5 S,0.0415249889931485,-1.32641695680023,203.600200957637,0.0,0.0,-0.000419889981147979
38.587,-35.368,0.0,90 1.15G + 1.5(0.6)W270-2 + 1.5 S,0.0492055268668748,-1.32433432853824,203.40261012519,0.0,0.0,-0.000548061178523819
38.587,-35.368,0.0,91 1.15G + 1.5S,0.027271675486766,0.0763349396868265,216.196697065039,0.0,0.0,-0.000366898262198978
38.587,-35.368,0.0,92 1.5(0.6)W0-1 + 1.5 S,0.703322903546693,0.035113012676745,132.295953278725,0.0,0.0,0.00218073051214396
38.587,-35.368,0.0,93 1.5(0.6)W0-2 + 1.5 S,0.703058067087633,0.0322509611683534,128.25257077024,0.0,0.0,0.00216514481880129
38.587,-35.368,0.0,94 1.5(0.6)W90-1 + 1.5 S,0.0256461667892942,1.92958775735729,117.863900499313,0.0,0.0,-0.000712152670924687
38.587,-35.368,0.0,95 1.5(0.6)W90-2 + 1.5 S,0.0429087194307372,1.92081999614293,117.401122044421,0.0,0.0,-0.000931365386138844
38.587,-35.368,0.0,96 1.5(0.6)W180-1 + 1.5 S,-0.88680610939185,0.0206003344610506,131.620938348624,0.0,0.0,-0.00648423759645369
38.587,-35.368,0.0,97 1.5(0.6)W180-2 + 1.5 S,-0.886640016512375,0.0200762528350022,126.61961564989,0.0,0.0,-0.00650282795596648
38.587,-35.368,0.0,98 1.5(0.6)W270-1 + 1.5 S,0.032322796413994,-1.35383639335234,122.64400283064,0.0,0.0,-0.000398739886616388
38.587,-35.368,0.0,99 1.5(0.6)W270-2 + 1.5 S,0.0400033342877204,-1.35175376509035,122.446411998193,0.0,0.0,-0.000526911083992228
48.0,-35.368,0.0,1 (Final) STR1-1.35G,0.0202832391070486,-0.022754831643254,87.7681022120416,0.0,0.0,1.6467279908095e-05
48.0,-35.368,0.0,2 (Final) STR3-1.353ξG+1.5Q+1.5RQ,0.0303246794447639,-0.0488591972991929,115.934198706541,0.0,0.0,2.25806297075985e-05
48.0,-35.368,0.0,3 (Final) STR11.1-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.868380200808959,0.146032660780991,132.719889572553,0.0,0.0,-1.70687292504387e-05
48.0,-35.368,0.0,4 (Final) STR11.2-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.866941474816576,0.180781473134526,129.126578314706,0.0,0.0,-1.83639169641268e-05
